,song,artist,text
719,Bad Idea,Ariana Grande,"[Verse 1]
I've been outta sight
I've been worried 'bout you lately
Runnin' outta time
Wishin' you would come and save me

[Pre-Chorus]
'Cause I don't wanna roll with it (Yeah, yeah)
Tryna get control of it (Yeah, yeah)
Why can't I let go of it? (Yeah, yeah, mmm)
Gotta find somebody quickly (Mmm, yeah)

[Chorus]
I got a bad idea
How 'bout we take a little bit of time away?
I got a bad idea
Forget about it, yeah, forget about him, yeah
Forget about me (Ari-Chan)
I got a bad idea (Uh-huh)
Yeah, I'ma call you over here to numb the pain (Ari-Chan)
I got a bad idea (Uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me

[Verse 2]
Yeah, I know we shouldn't, baby, but we will (You know we will)
Need somebody, gimme something I can feel (Yeah)
But, boy, don't trip (Don't trip), you know this isn't real
You should know I'm temporary

[Pre-Chorus]
'Cause I don't wanna roll with it (Yeah, yeah)
Tryna get control of it (Yeah, yeah)
Why can't I let go of it? (Yeah, yeah, mmm)
Gotta find somebody quickly, yeah

[Chorus]
I got a bad idea
How 'bout we take a little bit of time away?
I got a bad idea
Forget about it, yeah, forget about him, yeah
Forget about me (Ari-Chan)
I got a bad idea (Uh-huh)
Yeah, I'ma call you over here to numb the pain (Ari-Chan)
I got a bad idea (Uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me

[Bridge]
Gotta get control of it
Why can't I let go of it? (Ooh)
Wishin' you would come and save me
Yeah, yeah-yeah, yeah, yeah

[Chorus]
I got a bad idea (Uh-huh)
How 'bout we take a little bit of time away? (Ari-Chan)
I got a bad idea (Oh yeah, yeah, uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me (Ari-Chan)
I got a bad idea (A bad idea, uh-huh)
Yeah, I'ma call you over here to numb the pain (Ari-Chan)
I got a bad idea (A bad idea, uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me (Ari-Chan)
Yeah (Uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me (Ari-Chan)
(Uh-huh)
Forget about it, yeah, forget about him, yeah
Forget about me

[Outro]
I got a bad idea
How 'bout we take a little bit of time away?
I got a bad idea
Forget about it, yeah, forget about him, yeah
Forget about me"
720,Forever Country,"Artists Of Then, Now & Forever","[Verse 1: Brad Paisley, Keith Urban, Tim McGraw & Faith Hill]
Almost heaven, West Virginia
Blue ridge mountain, Shenandoah river
Life is old there, older than the trees
Younger than the mountains, blowing like a breeze

[Chorus 1: Little Big Town, Luke Bryan, Miranda Lambert
Blake Shelton & George Strait]
Country roads, take me home
To the place I belong
West Virginia, mountain mama
Take me home, country roads

[Verse 2: Kacey Musgraves, Eric Church, Ronnie Milsap, Charley Pride, Dierks Bentley & Trisha Yearwood]
If I should stay
All my memories, they gather 'round her
I would only be in your way
A miner's lady, stranger to blue water
So I'll go, but I know
Dark and dusty, painted on the sky
I'll think of you every step of the way
Misty taste of moonshine, teardrops in my eye

[Chorus 1: Lady Antebellum, Blake Shelton, George Strait, Darius Rucker & Martina McBride]
Country roads, take me home
To the place I belong
(I will always love you)
West Virginia, mountain mama
Take me home, country roads

[Bridge: Jason Aldean, Rascal Flatts & Willie Nelson]
On the road again
Like a band of gypsies, we go down the highway
We're the best of friends
Insisting that the world keep turning our way
And our way

[Chorus 1: Brooks and Dunn, Alabama, Darius Rucker, Little Big Town, Brett Eldredge & Keith Urban]
Country roads (Country roads), take me home (Take me home)
To the place I belong
(I will always love you)
West Virginia, mountain mama
(Will always love you)
Oh, take her home, country roads

[Verse 3: Reba McEntire, Alan Jackson & Vince Gill]
Oh, I hope life treats you kind
And I hope you have all you've dreamed of
I wish you joy and happiness
But above all this, I wish you love

[Chorus 2: Carrie Underwood, Brad Paisley, Martina McBride, Little Big Town, Dierks Bentley, Kacey Musgraves, Trisha Yearwood, Tim McGraw, Alan Jackson, Luke Bryan, Keith Urban, Faith Hill, Eric Church, Brett Eldredge, Ronnie Milsap, Reba McEntire, Miranda Lambert & Dolly Parton]
And I will always love you
I will always love you
Take me home, country roads
Take me home, country roads
And I will always love you
On the road again
I will always love you
I just can't wait to get on the road again
Country roads
The life I love is makin' music with my friends
I will always love you
I can't wait to get on the road again
Take me home, country roads
I will always love you
I'll always love you"
721,Save Me,XXXTENTACION,"[Intro]
Up there (Yeah)

Who do I have?
Heaven and hell, my friend (My friend)
I won't shed a tear
Let them see me in pain again

[Verse]
Hello (Hello), from the dark side in
Does anybody here wanna be my friend? (My friend)
Want it all to end
Tell me when the fuck is it all gon’ end? (End)
Voices in my head
Telling me I'm gonna end up dead (Dead)

[Chorus]
So save me (Save me), before I fall (I fall)
So save me, I don't wanna die alone (Alone)
So save me (Save me), before I fall (I fall)
So save me (Save me), I don’t wanna die alone"
722,Hold Each Other,A Great Big World Featuring FUTURISTIC,"[Verse 1: Ian Axel]
I miss the words we used to say
I miss the sounds of yesterday
I miss the games we used to play like ohhh
I was trapped inside a dream
I couldn't see her next to me
I didn't know she'd set me free like ohhh

[Hook: Ian Axel]
Something happens when I hold her
She keeps my heart from getting older
When the days get short and the nights get a little bit colder
We hold each other
We hold each other
We hold each other, mmm

[Verse 2: Chad King]
Everything looks different now
All this time my head was down
He came along and showed me how to let go
I can't remember where I'm from
All I know is who I've become
That our love has just begun like ohhh

[Hook: Chad King]
Something happens when I hold him
He keeps my heart from getting broken
When the days get short and the nights get a little bit frozen
We hold each other
We hold each other
We hold each other, mmm

[Verse 3: Futuristic]
Yo, if I'm stressing you that blessing that's sent from heaven
These days start to feel like hours and hours feel more like seconds
People judged us they couldn't see the connection
When I look at you, it's like I'm looking back at my reflection
I don't see nothing different, our pigments they coincide
We hold each other so tight they couldn't break us if they tried
My eyes are are those of the blind, I see no color or size
I feel the love in your touch and I trust what's inside your mind, okay
I know that we've been through a lot
I know that we both grew up
You know I missed you a lot
When I was young I was dumb
Didn't think you'd fit in my plot
And I appreciate the break because I love what we got now
You give me chills and I can't imagine you leaving
If I could build a perfect person honestly you would be it
And you know nobody knows you like I know you
I can't wait to come back home so I can hold you, yeah

[Hook: A Great Big World]
Something happens when I hold her
She keeps my heart from getting older
When the days get short and the nights get a little bit colder
We hold each other
We hold each other
We hold each other, mmm

[Outro: Chad King]
We hold each other
We hold each other
We hold each other, mmm"
723,Body,Loud Luxury Featuring Brando,"[Verse 1]
Babe, don't make a sound
2 a.m. love gotta keep it down (keep it down)
Don't wait around for a signal now
Gimme some verbs, I ain't talkin' nouns (I'm naughty)
You wanna ride in the Six
You wanna dine in the Six (dine in the Six)
But when I lean for the kiss
You said I'll probably send you some pics
And I'm like

[Pre-Chorus]
Hell nah, been waitin' too long (I've been waitin')
Hell nah, I want that crew love (Come here, baby)
Hell nah, been waitin' too long (I've been waitin')
Hell nah, I want that crew love

[Chorus]
Body on my, losin' all my innocence, yeah
Body on my, grindin' on my innocence, yeah
Body on my, losin' all my innocence, yeah
Body on my, grindin' on my innocence, yeah
Body on my, losin' all my innocence, yeah
Body on my, grindin' on my innocence, yeah
Body on my, losin' all my innocence, yeah
Body on my, grindin' on my innocence, yeah

[Post-Chorus]
On my, on my, on my, on my 'cence, yeah
On my, on my, on my, on my 'cence, yeah
On my, on my, on my, on my 'cence, yeah
On my, on my, on my, on my 'cence, yeah

[Verse 2]
Babe, just hit the pedal
If things goin' wrong it's just incidental
My bad, never got the memo
But you never have fun while you're in the limo, yeah
If you wanna ride in the Six
You wanna dine in the Six (dine in the Six)
But when I lean for the kiss
You said I'll probably send you some pics
And I'm like

[Pre-Chorus]
Hell nah, been waitin' too long (I've been waitin')
Hell nah, I want that crew love (Come here, baby)
Hell nah, been waitin' too long (I've been waitin')
Hell nah, I want that crew love

[Chorus]
Body on my, losin' all my innocence, yeah
Body on my, grindin' on my innocence, yeah
Body on my, losin' all my innocence, yeah
Body on my, grindin' on my innocence, yeah
Body on my, losin' all my innocence, yeah
Body on my, grindin' on my innocence, yeah

[Post-Chorus]
On my, on my, on my, on my 'cence, yeah
On my, on my, on my, on my 'cence, yeah
On my, on my, on my, on my 'cence, yeah
On my, on my, on my, on my 'cence, yeah

[Outro]
On my, on my, on my, on my 'cence, yeah
On my, on my, on my, on my
On my, on my, on my, on my 'cence, yeah
On my, on my, on my, on my"
724,Dive,Ed Sheeran,"[Verse 1]
Oh, maybe I came on too strong
Maybe I waited too long
Maybe I played my cards wrong
Oh, just a little bit wrong
Baby I apologize for it

[Pre-Chorus]
I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
And jumping in harder than
Ten thousand rocks on the lake

[Chorus]
So don't call me baby
Unless you mean it
And don't tell me you need me
If you don't believe it
So let me know the truth
Before I dive right into you

[Verse 2]
You're a mystery
I've travelled the world
And there's no other girl like you
No one, what's your history? (What's your history?)
Do you have a tendency to lead some people on?
'Cause I heard you do, mmm

[Pre-Chorus]
I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
And lie awake, every day
Don't know how much I can take

[Chorus]
So don't call me baby
Unless you mean it
Don't tell me you need me
If you don't believe it
So let me know the truth
Before I dive right into you

[Guitar Solo]

[Pre-Chorus]
I could fall, or I could fly
Here in your aeroplane
And I could live, I could die
Hanging on the words you say
And I've been known to give my all
Sitting back, looking at
Every mess that I made

[Chorus]
So don't call me baby
Unless you mean it
Don't tell me you need me
If you don't believe it
Let me know the truth
Before I dive right into you
Before I dive right into you
Before I dive right into you"
725,Paramedic!,SOB X RBE,"[Intro: Zacari & Kendrick Lamar]
I am Killmonger
No one's perfect
But no one's worthless
We ain't deservin' of everything Heaven and Earth is
But word is, good, (this is my home)
Said no one's perfect, but no ones worth this
We ain't deservin' of everything heaven and Earth is
But word is, good (Northern California)

[Verse 1: Slimmy B & Kendrick Lamar]
Ayy, they better call a paramedic in the street
I got leverage in the street
I'm a California nigga and I'm heavy in the streets
.22 or .23, I'm heavy with the heat
Hit you with this chop, paramedics can't save you (can't save you)
Really in the field c'mon bro, I know that ain't you (no, it ain't you)
2018, hell naw, I ain't gon fade you
Gon' paint you, TDE and SOB, we can't lose
Niggas bitch made
That's just somethin' I can't relate to (can't relate to)
Turn on the gang
That's just somethin' that I can't do (no, I can't do)
Fall out over a bitch
That's just somethin' that I can't do (no, I can't do)
Rip every beat I get on, I was made to (I was made to)
This Glock get to growlin', somethin' like a black panther
Tryna touch a mil, fuck sayin ""get yo bands up""
Fuckin' with the gang, yeah, I had to man up
One fist in the air, I ain't finna put my hands up (gang!)

[Chorus: Kendrick Lamar]
I wish a nigga would
I wish a nigga would, I wish a nigga would
I wish a nigga would
I wish a nigga would, I wish a nigga would
I wish a bitch would
I wish a bitch would, I wish a bitch would
I wish a nigga would
I wish a nigga would, I wish a nigga would

[Verse 2: Lul G & Kendrick Lamar]
Got shooters tappin' in, nigga for them bands, nigga
West Coast niggas; yeah, they blowin' fans, nigga
I know I'm the man, baby, bring your friends with you
Puttin' points up while you in the stands, nigga
But I be stuck in these streets, you in the background
Ever since they took my brother, gotta pack rounds
Sorry momma, two bails, took a bad route
I done got my bands up, a nigga stacked now
But we been still O.T. on that bullshit (on that bullshit)
I don't wanna have to do it, empty full clips (empty full clips)
Why these niggas talkin' robbin', they don't do shit
High Cali niggas tapped in, we'll cook shit
Bust down on my neck, niggas reach, gettin' stretched
Rockin' with this TEC, niggas better wear a vest
Last year, I was broke, young nigga in the Crest
Now a show 20 or better, broke niggas keep the rest

[Chorus: Kendrick Lamar]
I wish a nigga would
I wish a nigga would, I wish a nigga would
I wish a nigga would
I wish a nigga would, I wish a nigga would
I wish a bitch would
I wish a bitch would, I wish a bitch would
I wish a nigga would
I wish a nigga would, I wish a nigga would (DaBoii)

[Verse 3: DaBoii & Kendrick Lamar]
California nigga and I'm heavy in these streets
If you don't keep a pole how you ready when it's beef
(If you don't keep a pole)
Lil nigga think he cut, yeah, I bet the nigga freeze
If that nigga want me dead, I can't let that nigga breathe
Want me gone, sent a shot, like the real kind
These niggas actin' like they tough when they real kind
Thumbin' through a 100 racks just to kill time
They got a nigga at the edge, but I feel fine
But it come with this shit, I'm okay with it
If your man's to his last share a plate wit' 'em
One whole wood to the neck, it's an eighth in it
New baby chop, let it sing, it's a Drake nigga
A lot of shit on my mind make me think a lot
Why it's hard for me to smile? 'Cause I seen a lot
You ain't really in the field, you just tweet a lot
If we ain't on the same page, you can kick a rock, bitch!

[Verse 4: Yhung T.O. & Kendrick Lamar]
And I been really tryna keep the peace
But I'm a north Vallejo nigga, and I'm heavy in the streets
I was raised by my grannie and the gangsters
So at 8 I made the choice I'ma forever be a G, and
I don't really like to talk
I remember we was broke and I don't really like to walk, nigga
Now I ride around in foreign cars
And I put on for my team who was with me from the start, nigga
I don't play games, stitch lip, I don't say names
She want a dog, I'm a Great Dane
I got great aim, Ice Age on my damn chain
My momma told me keep a stash for the damn rain
They ain't wanna see me win 'cause I'm black
So I pulled up in that all black Benz in the back
If you need someone to call, I'm the man for the task
You ain't standin' for the cause, meet the man in the mask"
726,Level Up,Ciara,"[Chorus]
Five, four, three, two, one, watch me (Leggo)
Level up, level up, level up, level up, level up
Level up, level up, level up, level up, level up
All this on me so yummy, all this so, so yummy
Know you want this yummy, yummy all in your tummy
Level up, level up, level up, level up, level up
Level up, level up, level up, level up, level up
All this on me so yummy, all this so, so yummy
Know you want this yummy, yummy all in your tummy

[Verse 1]
Them old mistakes are gone, I won’t do them no more
That’s old news, there’s new news, I done did that before
I turned nothing to something, my comeback on one hunnid
Less talking, more action, you just gon' see Ci coming
I just keep elevating, no losses, just upgrading
My lessons, made blessings, I turned that into money
Thank God I never settled, this view is so much better
I’m chilling, I’m winning, like on another level

[Pre-Chorus]
Oh, you can talk all you want
See me as the greater
Nothing I’m afraid of
And I can have it all

[Chorus]
Five, four, three, two, one, watch me (Leggo)
Level up, level up, level up, level up, level up
Level up, level up, level up, level up, level up
All this on me so yummy, all this so, so yummy
Know you want this yummy, yummy all in your tummy
Level up, level up, level up, level up, level up
Level up, level up, level up, level up, level up
All this on me so yummy, all this so, so yummy
Know you want this yummy, yummy all in your tummy

[Verse 2]
Fake friends get dropped like weight (Oh)
Team love, don’t want no hate (Nope)
I’m grindin' (Oh) , I’m shinin' (Oh)
Up, up, up on my way (Ayy)
Thank God I never settled (Nope)
This view is so much better
I’m chilling, I’m winning, like on another level

[Pre-Chorus]
Oh, you can talk all you want
See me as the greater
Nothing I’m afraid of
And I can have it all

[Chorus]
Five, four, three, two, one, watch me (Leggo)
Level up, level up, level up, level up, level up
Level up, level up, level up, level up, level up
All this on me so yummy, all this so, so yummy
Know you want this yummy, yummy all in your tummy
Level up, level up, level up, level up, level up
Level up, level up, level up, level up, level up
All this on me so yummy, all this so, so yummy
Know you want this yummy, yummy all in your tummy

[Bridge]
All this so, so level, on another level
Elevate your level, le-le-le-level
Graduate your level, there’s no one on it
Nah, nah, nah, ayy
All this so, so level, on another level
Elevate your level, le-le-le-level
Graduate your level, there’s no one on it
Nah, nah, nah, ayy

[Chorus]
Level up, level up, level up, level up, level up
Level up, level up, level up, level up, level up
All this on me so yummy, all this so, so yummy
Know you want this yummy, yummy all in your tummy
Level up, level up, level up, level up, level up
Level up, level up, level up, level up, level up
All this on me so yummy, all this so, so yummy
Know you want this yummy, yummy all in your tummy (Uh)"
727,Drunk On Your Love,Brett Eldredge,"[Verse 1]
The second she walked through the door, I caught a buzz
One taste from your lips knocked me out just like a drug
The rest of the night's kind of blurry
Now the sun's peeking through the shades
I can't help but laugh cause I kind of like feeling this way

[Chorus]
I woke up, up still drunk, drunk
On your love, love, on your love, love love
Now I know why-y I'm feeling so high, high
Cause I'm still drunk, drunk on your love, on your love

[Verse 2]
It's not in the whiskey, tequila or the wine
It's all about the touch and the fire in your eyes
It gets me fumbling always stumbling through a haze
I got plenty to do just laying here with you all day

[Chorus]
I woke up, up still drunk, drunk
On your love, love, on your love, love love
Now I know why-y I'm feeling so high, high
Cause I'm still drunk, drunk on your love, on your love

[Bridge]
Wish I could bottle you up and drink you in all day long
Every day singing this song

[Chorus]
I woke up, up still drunk, drunk
On your love, love, on your love, love love
Now I know why-y I'm feeling so high, high
Cause I'm still drunk, drunk on your love, on your love

[Outro]
(Woke up still drunk on your love)
On your love, (woke up still drunk on your love)
On your love (woke up still drunk on your love)
On your love (woke up still drunk on your love)
(woke up still drunk on your love)
On your love, on your love (woke up still drunk on your love)
On your love, get drunk on your love, yeah
I'm so drunk"
728,Baby It's Cold Outside,Idina Menzel Duet With Michael Buble,
729,Fast Car,Jonas Blue Featuring Dakota,"[Intro]
Oh, woah, oh
Oh, oh

[Verse 1]
You got a fast car
I want a ticket to anywhere
Maybe we will make a deal
Maybe together we can get somewhere
Any place is better
Starting from zero, got nothing to lose
Maybe we'll make something
Me, myself, I got nothing to prove
You got a fast car
And I got a plan to get us out of here
I've been working at a convenience store
Managed to save just a little bit of money
We won't have to drive too far
Just across the border and into the city
You and I can both get jobs
And finally see what it means to be living

[Pre-Chorus]
You got a fast car
Is it fast enough so we can fly away?
We gotta make a decision
We leave tonight or live and die this way

[Chorus]
So I remember we were driving, driving in your car
The speed so fast, I felt like I was drunk
City lights lay out before us
And your arm felt nice wrapped 'round my shoulder
And I, I had a feeling that I belonged
And I, I had a feeling that I could be someone
Had a feeling that I could be someone

[Verse 2]
You see, my old man's got a problem
He lives with the bottle, that's the way it is
He says his body's too old for working
I say, his body's too young to look like his
My mama went off and left him
She wanted more from life than he could give
I said, somebody's got to take care of him
So I quit school and that's what I did
You got a fast car
And we go cruising to entertain ourselves
You still ain't got a job
And I work in a market as a checkout girl
I know things will get better
You'll find work and I'll get promoted
We'll move out of the shelter
Buy a bigger house and live in the suburbs

[Pre-Chorus]
You got a fast car
Is it fast enough so we can fly away?
We gotta make a decision
We leave tonight or live and die this way

[Chorus]
So I remember we were driving, driving in your car
The speed so fast, I felt like I was drunk
City lights lay out before us
And your arm felt nice wrapped 'round my shoulder
And I, I had a feeling that I belonged
And I, I had a feeling that I could be someone
Had a feeling that I could be someone"
