,song,artist,text

We all sat, frozen. I snorted a bit, and, turning to him in front of the whole cast, I asked, “If I don’t say my words fast enough, you’re going to just say your next line?” I said. “You realize the lines are written in a certain order?” He just glared at me.

So I asked the company to break. And I took the stage manager, with Sullivan, to another room, and I said one of us is going to go. I said, “I’ll tell you what, I’ll go.” I said don’t fire the kid, I’ll quit. They said no, no, no, no, and they fired him. And I think he was shocked. He had that card, that card you get when you make films that make a lot of money that gives you a certain kind of entitlement. I think he was surprised that it didn’t work in the theater.

But firing LaBeouf didn’t help things. Sullivan played both sides. In emails, he coddled Shia. To me, he spoke differently. I was working with an older, more enervated Sullivan, who didn’t have the energy for any of this. I don’t think Sullivan liked the play—I don’t think he liked me. Sullivan agreed to do something that, once he realized what it was, he had lost interest in it. We closed early. I’ll forever be indebted to Ben Foster for stepping in for Shia. He is one of the good guys.

My “career” as a talk-show host started with a perfectly simple ambition. In my WNYC podcast, “Here’s the Thing,” I wanted to conduct interviews based on appreciation of my guests and their work. Or, in the case of those like George Will, a respect for their careers, whether I agreed with them or not. To think that something as uncomplicated and innocent as that led to the MSNBC debacle is still surreal to me. My goal was always to take a talk show to the network. I never wanted to be on MSNBC. My contacts at the network said to me, “We don’t have a slot for you on the network right now.” And I told them that was fine. And they said, “Maybe you go on MSNBC for a year and we’ll hone and refine the show?” And I said okay.

I watched MSNBC, prior to working there, very sporadically. Once I had signed a contract with them, I wanted to see more of what they were about. It turned out to be the same shit all day long. The only difference was who was actually pulling off whatever act they had come up with. Morning Joe was boring. Scarborough is neither eloquent nor funny. And merely cranky doesn’t always work well in the morning. Mika B. is the Margaret Dumont of cable news. I liked Chris Jansing a lot. Very straightforward. I like Lawrence O’Donnell, but he’s too smart to be doing that show. Rachel Maddow is Rachel Maddow, the ultimate wonk/dweeb who got a show, polished it, made it her own. She’s talented. The problem with everybody on MSNBC is none of them are funny, although that doesn’t prevent them from trying to be.

My pitch to them was: I’m going to bring the WNYC podcast to MSNBC. And that show is going to be eclectic—guests who don’t often get the microphone. I want to keep it simple. I get somebody in a chair and I shoot the shit with them for an hour and a half and we cut it into a one-hour show. Dick Cavett was my hero who allowed there to be pauses in the show. He put ­people on who were somewhat unconventional.

So I’m going to go on MSNBC, and people are speculating, “Oh, here he comes! Crazy liberal! And what’s he going to do? Is he going to try to give Bill Maher a run for his money? Is he going to try to give Jon Stewart a run for his money?” And I think, Are you out of your fucking mind? Those men are stars of established, highly successful shows. That’s never going to happen. My show was meant to be as harmless and inoffensive as could be. There was one theme to the 52 episodes of the WNYC podcast and only one way it worked—the show was about appreciation. I wasn’t out to get anybody or make anybody look bad, because I know what that’s like.

MSNBC assigned a producer to me, Jonathan Larsen. Like Sullivan with Orphans, Larsen didn’t get me or the show and didn’t want to be there. When I told him I wanted to interview Debra Winger, Larsen looked like, We’re here on a set, with an expensive crew and studio time, and you want to talk to Debra Winger? There was nothing less interesting to him. Most of the guests I suggested—Ellen Barkin, Neal Barnard from PCRM, JFK-conspiracy icon Mark Lane—he couldn’t care less. As we went along, Larsen would simply stare at me after everything I’d suggest and say, “Well, let’s see what Phil says.” Larsen was sent there to babysit me.

Phil Griffin is the head of MSNBC, and when I saw that Griffin didn’t have a single piece of paper on his desk, meeting after meeting after meeting, that should have been my first indication there was going to be a problem. Phil is a veteran programmer who knows well the corridors and chambers of television programming—and couldn’t give a flying fuck about content. All he wanted to talk about was Giants tickets, Super Bowl tickets, restaurants, movies. The conversations about the set, about the physical production of the show, cameras, lighting—it seemed like he wanted to get those over with as quickly as possible. He didn’t care. He had four monitors on the wall. They were all on, muted. He never listened to them. He never watched them.

The meetings with Phil were brisk and convivial. Eventually, however, we got to the point where he asked, “So you really meant it when you said you wanted to do your podcast on the air, on TV?” And I told him, yes, that was my idea. That was when he explained to me that TV, with its visual component, was different. When viewers turn the channel, they want to see something. They want to see Robert Redford. They want to see Justin Timberlake. TV “captures” the audience with the visual.

He said that we needed to change it up. At first I thought, This is not working. It was a mistake and I need to get out of here. And I told Phil so. Then I stopped and I said to myself, They might be right. I would try it their way.

The first name they came up with was Rob Lowe. They said, Rob Lowe’s going to be in the building. Do you want to interview Rob? I said, “Not particularly.” Rob’s a famous star of films, TV. He’s Rob Lowe. He’s famous. But there’s no shortage of outlets for him. And they looked at me like, You really don’t get it. I think they thought, You should have just said yes, simply to play the game.

I should have simply said, “Sure, bring in Rob Lowe.”

Just prior to all of this, there was Jimmy Gandolfini’s funeral. I was despondent about his death. Jimmy was a “showbiz friend,” one with whom I had worked and greeted warmly whenever our paths crossed. His death hit me somewhat hard, considering his baby daughter and the fact that he was younger than me. I ended up attacking a reporter who wrote in the Daily Mail online that my wife was tweeting from Jimmy’s funeral. He was wrong—in fact, at a later time, she had retweeted items whose original time code matched the time of the funeral.

In my rage, however, I called him a “toxic little queen,” and, thus, Anderson Cooper, the self-appointed Jack Valenti of gay media culture, suggested I should be “vilified,” in his words. I didn’t feel bad about the incident. He lied about my wife. They say this is what comes with stardom—I don’t agree with you. A journalist isn’t supposed to write a lie about you. If he was in New York, I might have had the impulse to beat the shit out of the guy. At the time, I didn’t view “toxic little queen” as a homophobic statement. I didn’t realize how those words could give offense, and I’m sorry for that.

Then this other thing happens with TMZ and then it becomes a one-two punch. All this is based on the fact of them believing what I said on a video.

Harvey Levin exists in his own universe. He’s this kind of cretinous barnacle on the press. Levin told the world that that muffled sound on the video—Levin wanted everyone to know he knows what it is. You don’t know, and I don’t know, but Levin knows, and he tells the world that it’s “faggot.”

I get angry, and I’ve said all sorts of things in anger, but I’d never use that word. Levin has so little regard for the truth, which is odd, knowing he was once a legal correspondent for the CBS affiliate in L.A. He’s also the one who revealed the tape that my ex-wife’s lawyers provided of me yelling at my daughter seven years ago. Knowing that none of it would have transpired if I hadn’t left the message in the first place, I think he hurt my daughter more than anyone.

In the recent video, you see me completely riled up and going after this guy and you hear me saying “cocksucker” and then some bisyllabic word that sounds like “faggot”—but wasn’t. Still, it doesn’t matter. glaad comes after me and Anderson Cooper comes after me and Andrew Sullivan comes after me, all maintaining that I’m a hateful homophobe. All based on what Harvey Levin told them.

Immediately prior to this, I’d go see Phil and I’d say, “What are the ratings?” If I had 15 meetings with Phil Griffin, 5 of them were after the show, with me saying, “What do you make of these ratings?” He’d say, “Don’t worry. It takes time.” (We beat Cooper two of three Fridays at ten.) Although he appeared to have some buyer’s remorse, he told me to hang in there. After the TMZ event, he said, “Don’t worry. I have to suspend you. But this will blow over.” I have all the emails to prove it. And then, all of a sudden, out of nowhere, MSNBC said, “You’re fired.”

Once they fired me, a former MSNBC employee I knew emailed me. He said, “You watch now, Phil is going to start leaking left and right to bury you.” When I left, “Page Six” was flooded with lies about me. Another told me, regarding the “toxic little queen” comment, that Rachel Maddow was the prime mover in my firing, as she was aghast that I had been hired and viewed me as equivalent to Mel Gibson. Another source told me, “You know who’s going to get you fired, don’t you? Rachel. Phil will do whatever Rachel tells him to do.” I think Rachel Maddow is quite good at what she does. I also think she’s a phony who doesn’t have the same passion for the truth off-camera that she seems to have on the air.

They invoked a morals clause and refused to pay my contract. Later, when Martin Bashir resigned, I was disappointed. Bashir brought a depth of experience and polish that I imagined might help get MSNBC to a higher place, content-wise, in spite of Griffin and his episodes of Lockup and To Catch a Predator. I suppose the end of the show was inevitable. And the Conan O’Brien treatment came as no surprise. What hurt was that several of the writers and segment producers I worked with were wonderful and talented people. As I meandered through the ill-conceived process, I had grown very fond of them and hopeful about our possibilities once Larsen was replaced.

I went to the opening of the play Machinal, put on by Roundabout, where I’m on the board, and I can’t tell you how frosty the reception was toward me. These are all people who are heavy-hitting theatrical artists in that community and many of them are gay. And I was thinking to myself, These people think I’m a homophobe. And that makes me incredibly sad.
Every time people throw this mud on me, there are very serious consequences in my life. The single most painful episode for me was last year when a New York Post photographer, an ex-cop, accused me of ­calling him a “coon.” This was totally false, as was revealed on his own tape. A D.A. in the hate-crimes unit called me in. At the time, I had just been asked to join the board of the Arthur Ashe Learning Center, so I had to call Jeanne Moutoussamy­-Ashe and ask her, now that I was on the cover of the New York Post labeled as a racist, if she still wanted me to attend a coming event. Jeanne was her ever-gracious self and said yes, but that broke my heart.

I spent 25 years working hard for the issues I care about. When 30 Rock went into syndication, I sensed that I was going to be on TV for a bit, so I crafted my arrangement with Capital One Bank to fund my foundation for charitable giving. They paid me $15 million over nearly five years. After taxes and accounting fees, I will have given all of it, $14.125 million, to charity. After the TMZ event, Capital One did not renew my contract, although it politely said the two things were unrelated. AT&T had booked me for a paid speech in Orlando—and then canceled. WNYC lost funding for my radio show. Bill de Blasio, who apparently gets his news from TMZ, too, distanced himself from me.

Now I loathe and despise the media in a way I did not think possible. I used to engage with the media knowing that some of it would be adversarial, but now it’s superfluous at best and toxic at its worst. If MSNBC went off the air tomorrow, what difference would it make? If the Huffington Post went out of business tomorrow, what difference would it make? Arianna Huffington accomplished what she wanted to accomplish. She created this wonderful thing. And what have they done with that? They want clicks, I get it. They’ve gotta have clicks for their advertisers, so they’re going to need as much Kim Kardashian and wardrobe malfunctions as possible. The other day, they had a thing on the home page about pimples. Tripe. Liberal and conservative media are now precisely equivalent.

I’m aware that it’s ironic that I’m making this case in the media—but this is the last time I’m going to talk about my personal life in an American publication ever again.

When this whole thing happened, Warren Beatty, who is mystifyingly intelligent and wise, said to me: Your problem is a very basic one, and it’s very common to actors. And that’s when we step in front of a camera, we feel the need to make it into a moment. This instinct, even unconsciously, is to make the exchange in front of the camera a dramatic one. Perhaps I fell for that.
In the New Media culture, anything good you do is tossed in a pit, and you are measured by who you are on your worst day. What’s the Boy Scout code? Trustworthy. Loyal. Helpful. Friendly. Courteous. Kind. Obedient. Cheerful. Thrifty. Brave. Clean. Reverent. I might be all of those things, at certain moments. But people suspect that whatever good you do, you are faking. You’re that guy. You’re that guy that says this. There is a core of outlets that are pushing these stories out. Breitbart clutters the blogosphere with “Alec Baldwin, he’s the Devil, he’s Fidel Baldwin.”

Broadway has changed, by my lights. The TV networks, too. New York has changed. Even the U.S., which is so preposterously judgmental now. The heart, the arteries of the country are now clogged with hate. The fuel of American political life is hatred. Who would ever dream that Obama would deserve to be treated the way he has been? The birth-certificate bullshit, which is just Obama’s version of Swiftboating. And all for the electoral nullification that seems like a cancer on the American system. But this is Roger Ailes. And Fox. And Breitbart. And this is all about hate. It’s Hate Incorporated. But the liberals have taken the bait and run in the same direction—and it’s just as corrosive. MSNBC, in its own way, is as full of shit, as redundant and as superfluous, as Fox.

I think America’s more fucked up now than it’s ever been. People are angry that in the game of musical chairs that is the U.S. economy, there are less seats at the table when the music stops. And at every recession, the music is stopping.

Am I bitter about some of the things that have happened to me in the past year? Yes, I’m a human being. I always had big ambitions. I had dreams of running for office at some point in the next five years. In the pyramid of decision-making in New York City politics, rich people come first, unions second, and rank-and-file New Yorkers come dead last. I wanted to change that. I wanted to find a way to lower the cost of the city government and thus reduce New York’s shameful tax burden. I would have decentralized the schools. My father was a public-school teacher. He always told me that although you could encourage a child to work hard, you could only go so far; that half the goal had to be achieved at home. As progressive as I’ve been in my politics, there are other things I don’t think of as liberal or progressive, just common sense. Of course, another thing I would have done—and this will not surprise anyone—is change the paparazzi law.

I’ve lived in New York since 1979. It was a place that they gave you your anonymity. And not just if you were famous. New Yorkers nodded at you. New Yorkers smiled at you at the Shakespeare & Co. bookshop. New Yorkers would make a terse comment to you. “Big fan,” they’d say. “Loved you in Streetcar,” they’d say. They signaled their appreciation of you very politely. To be a New Yorker meant you gave everybody five feet. You gave everybody their privacy. I recall how, in a big city, many people had to play out private moments in public: a woman sobbing at a pay phone (remember pay phones?), someone studying their paperwork, undisturbed, at the Oyster Bar, before catching the train. We allowed people privacy, we left them alone. And now we don’t leave each other alone. Now we live in a digital arena, like some Roman Colosseum, with our thumbs up or thumbs down.

My uncle was a lifelong New Yorker. He said, “New York is the place where if you really are one in a million, there’s seven other people just like you right here in town!” And I used to laugh at that. He’d say, “New York, millionaires and whores shoulder to shoulder on 57th Street. Some of them millionaires and whores!”

There was a time the entire world didn’t have a camera in their pocket—the first thing that cell phones did was to kill the autograph business. Nobody cares about your autograph. There are cameras everywhere, and there are media outlets for them to “file their story.” They take your picture in line for coffee. They’re trying to get a picture of your baby. Everyone’s got a camera. When they’re done, they tweet it. It’s … unnatural.

I did not have a happy family life a few years ago. I was divorced and I was very alienated from my daughter and I was out there cutting every ribbon and running around New York hosting events for different causes to supplant my loss, because I didn’t have a family to go home to. Now I don’t want to be Mr. Show Business anymore. I want the same thing everybody else wants. I want a happy home, and for the first time in my adult life, I have one. I love my wife more than anything in the world and I love my child more than anything else in the world and I don’t want that to change in any way.

I probably have to move out of New York. I just can’t live in New York anymore. Everything I hated about L.A. I’m beginning to crave. L.A. is a place where you live behind a gate, you get in a car, your interaction with the public is minimal. I used to hate that. But New York has changed. Manhattan is like Beverly Hills. And the soul of New York has moved to Brooklyn, where everything new and exciting seems to be. I have to accept that. I want my newest child to have as normal and decent a life as I can provide. New York doesn’t seem the place for that anymore.

It’s good-bye to public life in the way that you try to communicate with an audience playfully like we’re friends, beyond the work you are actually paid for. Letterman. Saturday Night Live. That kind of thing. I want to go make a movie and be very present for that and give it everything I have, and after we’re done, then the rest of the time is mine. I started out as an actor, where you seek to understand yourself using the words of great writers and collaborating with other creative people. Then I slid into show business, where you seek only an audience’s approval, whether you deserve it or not. I think I want to go back to being an actor now.

There’s a way I could have done things differently. I know that. If I offended anyone along the way, I do apologize. But the solution for me now is: I’ve lived this for 30 years, I’m done with it.

And, admittedly, this is how I feel in February of 2014.

Shia LaBeouf went to a film screening recently and he wore a bag over his head and the bag says I AM NOT FAMOUS ­ANYMORE. And there was truly a part of me that felt sorry for him, oddly enough."
950,Praying,Kesha,"[Verse 1]
Well, you almost had me fooled
Told me that I was nothing without you
Oh, but after everything you've done
I can thank you for how strong I have become

[Pre-Chorus]
’Cause you brought the flames and you put me through hell
I had to learn how to fight for myself
And we both know all the truth I could tell
I'll just say this is I wish you farewell

[Chorus]
I hope you're somewhere prayin’, prayin'
I hope your soul is changin', changin'
I hope you find your peace
Falling on your knees, prayin'

[Verse 2]
I'm proud of who I am
No more monsters, I can breathe again
And you said that I was done
Well, you were wrong and now the best is yet to come
'Cause I can make it on my own, oh
And I don't need you, I found a strength I’ve never known
I’ll bring thunder, I'll bring rain, oh-oh
When I’m finished, they won't even know your name

[Pre-Chorus]
You brought the flames and you put me through hell
I had to learn how to fight for myself
And we both know all the truth I could tell
I'll just say this is I wish you farewell

[Chorus]
I hope you're somewhere prayin’, prayin'
I hope your soul is changin', changin'
I hope you find your peace
Falling on your knees, prayin'

[Bridge]
Oh, sometimes I pray for you at night
Someday, maybe you'll see the light
Oh, some say, in life, you're gonna get what you give
But some things only God can forgive

[Chorus]
I hope you're somewhere prayin', prayin'
I hope your soul is changin', changin'
I hope you find your peace
Falling on your knees, prayin'"
951,Hot Boy,Bobby Shmurda,"[Part 1]
Ich bin ein hot Boy, so wie Bobby Shmurda
Ich hab Goldketten drauf auf meinem Körper
Ich trag ne Gucci Jacke und Louis Vuitton Belts
Ich zieh die Glock, wenn sich mir jemand in den Weg stellt

[Hook]
Denn du weißt ich bin ein hot Boy (Hot Boy)
Meine Gang vertickt den Stoff, Boy (Stoff Boy)
Denn du weißt ich bin ein hot Boy (Hot Boy)
Meine Gang vertickt den Stoff, Boy (Stoff)

[Part 2]
Kein Mezzo Mix; wir trinken nur Spirituosen
Ich trage Fendi Gürtel und Versace Unterhosen
Ich bin bei Burger King und order mir ein King Meal
Ich kann nicht wieder aufstehen, weil ich noch nie hinfiel

[Hook]
Denn du weißt ich bin ein hot Boy (Hot Boy)
Meine Gang vertickt den Stoff, Boy (Stoff Boy)
Wir chillen hier am Block, man (Block man)
Denn ich bin so übertrieben hot, damn (Damn)

[Part 3]
Hustensaft Jüngling, Glo up Dinero Gang
Ich gebe keinen Fick, denn ich will das Dinero , man
Mula, Gwalla, Mula, Guap, (Mula)
Gwalla, Mula, Guap, Mula
Das ist alles was ich neede, das ist, was ich mach
2015! Das ist unser Takeover
Ich habe eine neue Gold Daytona (Gold)
Denn du weißt ich bin ein hot Boy (Hot)
Meine Gang vertickt den Stoff, Boy"
952,Ain't No Stopping Us Now,Kane Brown,"[Intro]
We'll be road-tripping
Rolling with the top down
South bound
Little bikinis in white sand

[Verse 1]
I can't sleep, gotta leave
The summer sun is starting to peak
Through my window, lettin' me know
Time's up, it's time that we go
Got a lead foot waiting
And a pocket full of cash
Cooler full of beer
And a little something stashed
In the back of the car, so relax
There ain't a beach too far

[Chorus]
We'll be road-tripping
Rolling with the top down
South bound
Little bikinis in white sand
In a tank top
Gonna let the guns out, all about
Rocking that farmer's tan
Got the Chev going 70
All the girls looking heavenly
Buncha kick back and chill
Out ahead of me
Gettin' wild, raisin' hell
And leavin' this town
Like there ain't no stopping us now

[Verse 2]
Oh tellin', no tellin'
Bet them lips taste like watermelon
Got that Daiquiri kiss
The kind when it hits
Makes you wanna get goin' there
Wherever that is

[Chorus x2]
We'll be road-tripping
Rolling with the top down
South bound
Little bikinis in white sand (hell yeah!)
In a tank top
Gonna let the guns out, all about
Rocking that farmer's tan
Got the Chev going 70
All the girls looking heavenly
Buncha kick back and chill
Out ahead of me
Gettin' wild, raisin' hell
And leavin' this town
Like there ain't no stopping us now
No, there ain't no stopping us now
There ain't no stopping us now

[Outro]
(Road-tripping
Rolling with the top down
South bound
Little bikinis in white sand)
No there ain't no stopping us now
(In a tank top
Gonna let the guns out, all about
Rocking that farmer's tan)
There ain't no stopping us now
(Got the Chev going 70
All the girls looking heavenly
Buncha kick back and chill
Out ahead of me)
No, there ain't no stopping us now
(Gettin' wild and leavin' this town)
There ain't no stopping us now"
953,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,"[Intro: Nicki Minaj & Trey Songz]
Ooh, woo, yeah, ayy
Young Money, uh-huh, Trigga Trey
Oh, oh
Uh, let's get it, brrrrrrr

[Verse 1: Trey Songz]
No, I ain't tryna flex (Tryna flex)
No ceilings, you can see who's in it, oh
If we're talkin' about sex (Girl, you gon' think)
Girl, you know that I invented that (Invented that)
And I'm onto the next (Next)
That's unless you bring a friend who with it
Oh, I'm sorry, oh, you mad that I came to the party?

[Pre-Chorus: Trey Songz]
Like, no, no, no (Uh-huh)
You took your girl to the club and now she gone (Uh-huh)
Now she asking me when I'm takin' her home (Uh-huh)
I tell her, ""Let's go"" (Leggo)
Long as you know 'cause I know when we get alone

[Chorus: Trey Songz]
I'm touchin' you tonight (Nah)
I'm lovin' you tonight
(Wait, no) I'm fuckin' you, girl
You must be used to spendin', puttin' in that time (Uh-huh)
Touchin', lovin', fuckin', can't make up my mind (My mind, oh, oh)
I'm lovin' you (Oh, oh)
(Wait, no) I'm fuckin' you tonight

[Verse 2: Trey Songz]
Girl, you fuckin with the best (Best)
Take a picture while I'm deep up in it, oh
And if they livin' right next (Nex, next)
Then I bet they know my name in a minute (Trigga)
Let me feel your body sweat (Sweat)
I promise I'll keep your body dripping
Oh, I'm sorry, niggas mad 'cause I came to the party

[Pre-Chorus: Trey Songz]
Like, no, no, no (Uh-huh)
You took your girl to the club and now she gone (Uh-huh)
Now she asking me when I'm takin' her home, home, home (Uh-huh)
I tell her, ""Let's go"" (Leggo)
Long as you know 'cause I know when we get alone

[Chorus: Trey Songz]
I'm touchin' you tonight, I'm lovin' you tonight (Uh)
(Wait, no) I'm fuckin' you, girl
You must be used to spendin', putting in that time (Uh-huh)
Touchin', lovin', fuckin', can't make up my mind (My mind, oh, oh)
I'm lovin' you (Oh, oh)
(Wait, no) I'm fuckin' you tonight

[Verse 3: Nicki Minaj]
Yo, sometimes I tell 'em I love 'em because I just wanna fuck 'em
I never love 'em or cuff 'em, and when we done I'ma duck 'em
He Ferragamo the buckle, he Louis V on the duffel
The pussy wetter than puddles, I ride his dick like a shuttle
I said, real niggas let real bitches cum first (Cum first)
And real bitches been bad bitches from birth (From birth)
Uh, kiss him when he cumming (Oh)
Make more money last year than Mister Drummond
(Kyuhh) Oh, he like it when I ride it slow

[Chorus: Trey Songz]
I'm touchin' you tonight, I'm lovin' you tonight (Uh, yeah, uh)
(Wait, no) I'm fuckin' you, girl
You must be used to spendin', putting in that time (Uh-huh)
Touchin', lovin', fuckin', can't make up my mind (My mind, oh, oh)
Nicky, you know that I love you
I'm lovin' you (Oh, oh)
And I really wanna touch it
(Wait, no) I'm fuckin' you tonight

[Outro: Nicki Minaj]
What you mean, ""Wait, no?"" Like what?
You better act like you know, nigga, it's Nicki Minaj
(Uh-huh)"
954,Do Re Mi,blackbear,"[Intro]
Do, re, mi, fa, so
Yeah, yeah, yeah, oh
Do, re, mi, fa, so
Yeah, yeah, yeah

[Verse 1]
Yeah, if I could go back to that day we met
I probably would just stay in bed
You run your mouth all over town
And this one goes out to the sound
Of breaking glass on my Range Rover
Pay me back or bitch, it's over
All the presents I would send
Fuck my friends behind my shoulder
Next time I'ma stay asleep (Asleep)
I pray the Lord my soul to keep, oh (To keep)

[Pre-Chorus]
And you got me thinking lately
Bitch, you crazy
And nothing's ever good enough
I wrote a little song for ya
It go like

[Chorus]
Do, re, mi, fa, so fuckin' done with you, girl
So fuckin' done with all the games you play
I ain't no Tic-tac-toe
Send the X and O's on another note
I'm do, re, mi, fa, so fuckin' done with you, girl
So send the X and O's on another note, I'm ghost
(Ghost, ghost, ghost)
(Yeah, yeah, yeah, oh)

[Verse 2]
If I could go back to the day we met
I probably would've stayed in bed
You wake up every day
And make me feel like I'm incompetent
Designer shoes and Xanax tabs
Compliments your make-up bag
You never had to buy yourself a drink
'Cause everybody want to tap that ass sometime

[Pre-Chorus]
And you got me thinking lately
Bitch, you crazy
And nothing's ever good enough
I wrote a little song for ya
It go like

[Chorus]
Do, re, mi, fa, so fuckin' done with you, girl
So fuckin' done with all the games you play
I ain't no Tic-tac-toe
Send the X and O's on another note
I'm do, re, mi, fa, so fuckin' done with you, girl
So send the X and O's on another note, I'm ghost
(Ghost, ghost, ghost)
(Yeah, yeah, yeah, oh)

[Bridge]
(And you got me thinking lately, yeah)
(Bitch, you crazy)
(And nothing's ever good enough)
I wrote a little song for you, it go like

[Chorus]
Do, re, mi, fa, so fuckin' done with you, girl
So fuckin' done with all the games you play
I ain't no Tic-tac-toe
Send the X and O's on another note
I'm do, re, mi, fa, so fuckin' done with you, girl
So send the X and O's on another note, I'm ghost
(Ghost, ghost, ghost)
(Yeah, yeah, yeah)

[Outro]
(So send the X and O's on another note, I'm ghost)
Do, re, mi, fa, so
(Yeah, yeah, yeah)
So send the X and O's on another note, I'm ghost
(Ghost, ghost, ghost)"
955,Ophelia,The Lumineers,"[Verse 1]
Ah, ah, when I was younger
I, I should've known better
And I can't feel no remorse
And you don't feel nothing back
(Ah, ah!) got a new girlfriend
He feels like he's on top
And I don't feel no remorse
And you can't see past my blindness

[Chorus]
Oh, Ophelia
You've been on my mind, girl, since the flood
Oh, Ophelia
Heaven help the fool who falls in love

[Verse 2]
I, I got a little paycheck
You got big plans and you gotta move (whoo!)
And I don't feel nothing at all
And you can't feel nothing small

[Pre-Chorus]
Honey, I love you
That's all she wrote

[Chorus]
Oh, Ophelia
You've been on my mind, girl, like a drug
Oh, Ophelia
Heaven help the fool who falls in love
Oh, Ophelia
You've been on my mind, girl, since the flood
Oh, Ophelia
Heaven help the fool who falls in love
Oh, Ophelia
You've been on my mind, girl, like a drug
Oh, Ophelia
Heaven help the fool who falls in love"
956,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih","Intro:
I'll hold you down
I'm on my way

Verse 1:
All you've been thinking about
Do anything you want and let emotion rule your mind
And now you say you dream about doing it anyway
Oh yeah, just tell me where it's on your mind (on your mind)
Sit in my whip and see the stars (and see the stars)
Show me just who you are (show me just who you are)
You know I really hold you down (hold you down)
And when you not around (when you not around)

Chorus:
I'll hold you down
(I'm the one gon' hold you down)
(I'm the one gon' hold you down)
I'm on my way
(I'm the one be rolling up in that Bentley truck
Cause I'm old enough)
I want you here right now
(You the one that got all I need)
(Give me all of you or all of me)
I'm on my way
(I'm the one that's gon' hold you down)
(I'm the one gon' hold you down)

Verse 2:
I had some problems back home (so I heated up)
I ain't with that bullshit at all (then I laid it down)
Maybe it's that Atlanta in me
Have a young brother go so hard
Oh but through it all you stuck with me
Through it all you never ducked off like a coward when he hit me
Get me? Girl, I swear to God you the real one and you know it
And I'll hurt any one of y'all for the real one and you know it
And I hold it down
Started from the bed, ended up the on the floor
And then I let that ass up off the ground
I'mma put you on my shoulders, let me give you what's in store
Girl, you deserve it, all the time you been servin'
Away from the realest singer in it, I'mma take you away
And I hold you down, (I'mma hold you down) I'mma hold you down baby

Chorus

Verse 3:
Girl you're my star I'm your biggest groupie, if life truly is a movie
It's an eternal love scene with you moaning ""Baby give it to me""
So girl kiss me do me, I'mma give it to you good
Til you never want to let me go
This some kind of sexual magnetic pull
Nat King when I give Unforgettable loving from head to toe
Front to back, I'm by your side, if you're my Bonnie, I'm your Clyde
My ride-or-die, so dry your eyes
Girl no more pain so don't look back
I’ll hold you down no holding back
We're so attached, our souls are latched
I throw it down you throw it back
Call me over the sooner I come, the sooner you cum
I’ll turn you out with the things I'm able to do
So come and get the best from me now
We can make our destiny's child while you sing Cater 2 U
In my ear you're my light-skinned angel
You belong to me while you're screaming and taking it
Within a billion-mile radius, they’ll know Alan Z's slaying it, girl

Chorus

Verse 4:
Live an expensive life, and I'm just getting started
I get instant hyped, cuz you're forever my lady
Forever my baby"
